Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange
AFUA_4G00330		NA	-1.4
AFUA_4G00340		NA	0.3
AFUA_4G00350		NA	-0.6
AFUA_4G00360		0.627914811993686	-0.5
AFUA_4G00370		NA	-2.1
AFUA_4G00380		NA	-1.4
AFUA_4G00390		NA	-0.9
AFUA_4G00400		NA	-0.7
AFUA_4G00410		NA	-1.9
AFUA_4G00420		NA	-1.1
AFUA_4G00430		NA	-1.2
AFUA_4G00440		0.891086410886237	-0.2
AFUA_4G00450		0.122180542667318	-1.6
AFUA_4G00460		NA	-0.5
AFUA_4G00470		NA	-1.8
AFUA_4G00480		NA	-2.5
AFUA_4G00490		NA	-0.2
AFUA_4G00500		NA	-0.2
AFUA_4G00510		NA	-0.3
AFUA_4G00520		NA	-2.6
AFUA_4G00530		NA	-1
AFUA_4G00540		NA	-1.5
AFUA_4G00550		NA	-0.3
AFUA_4G00560		NA	-0.3
AFUA_4G00570		NA	-1.5
AFUA_4G00580		NA	-0.4
AFUA_4G00590		NA	-0.3
AFUA_4G00600		NA	-1.7
AFUA_4G00610		NA	-1
AFUA_4G00620		NA	-0.6
AFUA_4G00630		0.286363692700472	-1
AFUA_4G00640		NA	-1.9
AFUA_4G00650		NA	-0.3
AFUA_4G00660		0.233439074410433	-1.1
AFUA_4G00670		NA	-1.4
AFUA_4G00680		0.224702999906846	-1.1
AFUA_4G00690		NA	-1.3
AFUA_4G00700		NA	-1
AFUA_4G00710		NA	-1.7
AFUA_4G00720		0.0765287811228934	-1.9
AFUA_4G00730		0.0260749608389692	-2.6
AFUA_4G00740		0.0250879716092186	-2.7
AFUA_4G00750		NA	0.5
AFUA_4G00760		NA	-1.9
AFUA_4G00770		NA	-1.5
AFUA_4G00790		NA	0.6
AFUA_4G00800		0.230927572597224	1
AFUA_4G00810		NA	-0.1
AFUA_4G00830		NA	-1
AFUA_4G00840		NA	-0.1
AFUA_4G00850		NA	-1.3
AFUA_4G00860		0.292844776719145	-1
AFUA_4G00870		0.0644479344482033	-1.4
AFUA_4G00880		NA	-0.2
AFUA_4G00890		NA	0.4
AFUA_4G00900		NA	-1.8
AFUA_4G00910		NA	-1.2
AFUA_4G00920		0.306291717145417	-0.7
AFUA_4G00930		0.720768754052067	0.4
AFUA_4G00940		NA	0.4
AFUA_4G00950		0.549512308147417	0.5
AFUA_4G00960		0.389089322697678	-0.7
AFUA_4G00970		NA	-0.7
AFUA_4G00980		NA	0
AFUA_4G00990		NA	-0.3
AFUA_4G01000		NA	-0.2
AFUA_4G01010		0.716656118567579	0.3
AFUA_4G01020		0.115211884823994	-1.6
AFUA_4G01030		NA	-0.1
AFUA_4G01040		NA	0.4
AFUA_4G01050		0.973985046377396	0
AFUA_4G01060		0.80536314174781	0.3
AFUA_4G01070		NA	1.2
AFUA_4G01080		NA	0.4
AFUA_4G01090		NA	-0.9
AFUA_4G01105		NA	-0.8
AFUA_4G01110		NA	-2.2
AFUA_4G01115		NA	-2.3
AFUA_4G01120		NA	-0.3
AFUA_4G01130		NA	-1.8
AFUA_4G01140		0.229976151132204	1.3
AFUA_4G01150		NA	-0.9
AFUA_4G01160		NA	-2.4
AFUA_4G01170		NA	-2.2
AFUA_4G01180		NA	-1.2
AFUA_4G01200		NA	-0.1
AFUA_4G01210		NA	-1
AFUA_4G01220		NA	-1.5
AFUA_4G01230		NA	-1.6
AFUA_4G01242		NA	-0.5
AFUA_4G01260		NA	-0.8
AFUA_4G01270		NA	-1.2
AFUA_4G01280		NA	-1.6
AFUA_4G01290		NA	-1.3
AFUA_4G01300		NA	0.2
AFUA_4G01305	AFUA_4G01305	NA	0.6
AFUA_4G01310		NA	0.4
AFUA_4G01322		NA	0.6
AFUA_4G01340		0.101095316243181	-1.3
AFUA_4G01350		NA	-0.8
AFUA_4G01360		NA	-1.4
AFUA_4G01370		NA	-0.8
AFUA_4G01380		NA	-0.6
AFUA_4G01392		0.777806821928402	-0.3
AFUA_4G01400		NA	0.1
AFUA_4G01410		NA	-0.5
AFUA_4G01420		NA	-0.6
AFUA_4G01430		NA	0.4
AFUA_4G01440		NA	-1.4
AFUA_4G01450		NA	-0.6
AFUA_4G01460		NA	0
AFUA_4G01470		NA	-2.2
AFUA_4G01480		NA	0
AFUA_4G01490		NA	0.3
AFUA_4G01500		0.385299484750252	0.9
AFUA_4G01510		0.59175831736064	-0.4
AFUA_4G01520		NA	-0.7
AFUA_4G01530		NA	-0.3
AFUA_4G01550		NA	-0.9
AFUA_4G01560		NA	0
AFUA_4G01570		NA	0.5
AFUA_4G01580		NA	-0.3
AFUA_4G01583	AFUA_4G01583	NA	0
AFUA_4G01590		NA	-0.7
AFUA_4G01600		NA	-0.8
AFUA_4G02645	AFUA_4G02645	NA	0
AFUA_4G02650		NA	-0.9
AFUA_4G02680		NA	-1.4
AFUA_4G02700		NA	-0.4
AFUA_4G02710		NA	-0.8
AFUA_4G02720		NA	0
AFUA_4G02730		NA	-1
AFUA_4G02740		NA	-1
AFUA_4G02750		NA	-1.4
AFUA_4G02760		NA	-0.9
AFUA_4G02770		NA	0
AFUA_4G02780		NA	-0.4
AFUA_4G02790		NA	0
AFUA_4G02800		NA	0.2
AFUA_4G02805		0.274940564274316	-1.1
AFUA_4G02810		0.915225052311277	0.1
AFUA_4G02820		NA	0.1
AFUA_4G02830		NA	-0.1
AFUA_4G02840		0.647128140529997	-0.5
AFUA_4G02850		NA	-1.1
AFUA_4G02860		NA	-0.8
AFUA_4G02870		NA	-1.6
AFUA_4G02880		NA	1.6
AFUA_4G02890		0.87643566781922	0.2
AFUA_4G02900		0.273100800206594	0.8
AFUA_4G02920		0.0536282970493761	-1.7
AFUA_4G02930		0.862553237313972	-0.2
AFUA_4G02940		0.689558627371687	0.3
AFUA_4G02950		NA	0
AFUA_4G02960		NA	0.1
AFUA_4G02970		0.137871401731197	-1.2
AFUA_4G02980		0.84361248332917	0.2
AFUA_4G02990		0.830627181862953	0.2
AFUA_4G03000		0.874550340753419	0.1
AFUA_4G03010		0.289740417470122	-1.2
AFUA_4G03020		0.566971371410636	0.4
AFUA_4G03030		0.805904102701682	0.3
AFUA_4G03040		NA	0.4
AFUA_4G03050		0.196330675367139	-1.1
AFUA_4G03060		NA	-1.8
AFUA_4G03070		0.808162502812548	0.2
AFUA_4G03080		NA	-1.4
AFUA_4G03090		NA	-0.2
AFUA_4G03100		0.0729151424553698	-1.6
AFUA_4G03110		0.349984810178725	-0.8
AFUA_4G03120		0.707542608057878	0.4
AFUA_4G03130		0.498382995863639	0.7
AFUA_4G03140		0.771976710432126	-0.3
AFUA_4G03150		NA	-0.9
AFUA_4G03160		0.969282342602453	0
AFUA_4G03170		0.742687429275253	0.3
AFUA_4G03180		0.430361141492375	-0.6
AFUA_4G03190		NA	-1.2
AFUA_4G03200		NA	-1.3
AFUA_4G03205	AFUA_4G03205	NA	0
AFUA_4G03210		NA	0.2
AFUA_4G03220		NA	-1.7
AFUA_4G03230		NA	-1.7
AFUA_4G03240		NA	-0.3
AFUA_4G03245	AFUA_4G03245	NA	1.5
AFUA_4G03250		NA	-0.6
AFUA_4G03260		NA	0
AFUA_4G03270		NA	-1
AFUA_4G03280		NA	0
AFUA_4G03290		NA	-0.6
AFUA_4G03310		NA	-1.8
AFUA_4G03320		0.12533055928464	1.4
AFUA_4G03321		0.518389611931542	0.5
AFUA_4G03322		NA	0.1
AFUA_4G03325		NA	0.4
AFUA_4G03330		NA	-0.4
AFUA_4G03340		0.938937481182294	0.1
AFUA_4G03350		0.1554979559295	1
AFUA_4G03360		0.0316380046098234	2
AFUA_4G03370		0.80536314174781	0.2
AFUA_4G03390		0.166450914632989	-1.3
AFUA_4G03400		0.0828766059702779	1.7
AFUA_4G03410		0.0059209802337791	2.8
AFUA_4G03420		NA	1.2
AFUA_4G03430		0.803534122642033	-0.2
AFUA_4G03435		NA	-0.9
AFUA_4G03440		0.993185864945011	0
AFUA_4G03450		0.755946210905824	-0.2
AFUA_4G03460		0.0290958840445439	2.1
AFUA_4G03470		0.924205043992825	-0.1
AFUA_4G03480		0.751723170916662	0.4
AFUA_4G03490		NA	-0.2
AFUA_4G03500		NA	0.6
AFUA_4G03510		NA	0.3
AFUA_4G03520		NA	-0.8
AFUA_4G03530		0.052430277211586	-1.8
AFUA_4G03540		0.609263401875614	-0.5
AFUA_4G03550		NA	-0.2
AFUA_4G03560		NA	0.3
AFUA_4G03580		0.786812837368717	0.3
AFUA_4G03585		0.870560683754446	0.2
AFUA_4G03590		0.899874483401409	0.2
AFUA_4G03595		NA	-1.1
AFUA_4G03600		NA	0.6
AFUA_4G03610		NA	-0.6
AFUA_4G03615		0.0984066788593905	-1.8
AFUA_4G03620		0.635215796529468	-0.5
AFUA_4G03630		0.0618493239791441	1.5
AFUA_4G03640		0.0479291374954604	1.6
AFUA_4G03645		0.0488773730530977	1.6
AFUA_4G03650		0.0467148573601694	1.5
AFUA_4G03660		NA	-0.5
AFUA_4G03670		NA	-1
AFUA_4G03680		NA	-1.7
AFUA_4G03690		NA	-0.8
AFUA_4G03700		NA	-1.1
AFUA_4G03710		0.249317093224128	-1.3
AFUA_4G03722		0.242656159676726	-0.9
AFUA_4G03730		0.378609471200202	-0.8
AFUA_4G03740		0.489360630135084	-0.6
AFUA_4G03750		0.0571308264069246	-1.6
AFUA_4G03760		0.0469758473392917	1.6
AFUA_4G03770		0.0618493239791441	1.4
AFUA_4G03780		NA	0.4
AFUA_4G03790		NA	0.1
AFUA_4G03800		NA	0
AFUA_4G03810		NA	0
AFUA_4G03820		0.926254656475334	-0.1
AFUA_4G03830		0.537430185912429	-0.7
AFUA_4G03840		0.490710710271245	0.6
AFUA_4G03850		0.528433824296013	-0.5
AFUA_4G03860		0.0820725117811381	1.1
AFUA_4G03870		NA	-0.4
AFUA_4G03880		0.0594809336980497	1.3
AFUA_4G03890		NA	-0.1
AFUA_4G03900		NA	0
AFUA_4G03910		0.818855370768549	-0.2
AFUA_4G03920		0.956435183503576	-0.1
AFUA_4G03930		0.849038444081127	-0.3
AFUA_4G03940		0.109276908781694	-1.6
AFUA_4G03945		NA	0
AFUA_4G03950		0.673812403116004	0.4
AFUA_4G03960		0.980989584415305	0
AFUA_4G03970		0.723204279130458	-0.3
AFUA_4G03980		0.944693561037502	-0.1
AFUA_4G03990		0.0812025094693794	1.4
AFUA_4G04000		0.823626126587916	0.2
AFUA_4G04010		NA	0
AFUA_4G04020		NA	-1.1
AFUA_4G04030		NA	-0.3
AFUA_4G04040		NA	0.6
AFUA_4G04060		NA	0.4
AFUA_4G04070		0.382444603576325	0.7
AFUA_4G04080		NA	0.5
AFUA_4G04090		0.326799830651715	-0.8
AFUA_4G04100		0.991516579965219	0
AFUA_4G04110		0.625957635764299	-0.4
AFUA_4G04120		0.609734285394644	0.6
AFUA_4G04130		0.0543476018935316	1.2
AFUA_4G04140		NA	-0.6
AFUA_4G04150		NA	-0.9
AFUA_4G04160		NA	-1
AFUA_4G04170		NA	-1.3
AFUA_4G04180		0.326201291111162	-0.8
AFUA_4G04190		0.254319438036544	-1
AFUA_4G04200		NA	-0.8
AFUA_4G04210		NA	-0.6
AFUA_4G04220		0.0536282970493761	1.9
AFUA_4G04230		NA	0.5
AFUA_4G04250		NA	-0.4
AFUA_4G04255	AFUA_4G04255	NA	-0.8
AFUA_4G04260		NA	0.5
AFUA_4G04270		0.325258372759328	1
AFUA_4G04280		0.51124735756361	0.7
AFUA_4G04290		0.803335501468859	0.2
AFUA_4G04300		0.144431062975063	1.3
AFUA_4G04310		0.2803962429917	0.8
AFUA_4G04315	AFUA_4G04315	NA	0.1
AFUA_4G04318		0.942128840556501	-0.1
AFUA_4G04320		NA	-0.7
AFUA_4G04330		0.993452128987957	0
AFUA_4G04350		0.917819997294151	0.1
AFUA_4G04355		0.531963790804787	-0.6
AFUA_4G04360		0.839811631539518	0.2
AFUA_4G04370		NA	-0.8
AFUA_4G04380		0.664279593145246	-0.4
AFUA_4G04390		NA	-0.6
AFUA_4G04410		0.958680961485602	0
AFUA_4G04415		NA	0.3
AFUA_4G04420		0.627914811993686	0.4
AFUA_4G04430		0.188983772351259	1.1
AFUA_4G04440		NA	0.4
AFUA_4G04450		0.678469523952547	0.3
AFUA_4G04460		0.176707092368394	0.9
AFUA_4G04465		0.306407062082126	0.9
AFUA_4G04470		0.530072969178201	0.5
AFUA_4G04480		0.5229560211495	0.6
AFUA_4G04502		0.561574438870266	0.4
AFUA_4G04510		0.0750489899687105	-1.6
AFUA_4G04520		0.198324803633854	0.9
AFUA_4G04530		0.937499166557488	-0.1
AFUA_4G04540		0.788710767314841	0.3
AFUA_4G04550		0.0455227152815386	1.6
AFUA_4G04560		0.926254656475334	-0.1
AFUA_4G04570		NA	-1.7
AFUA_4G04580		NA	-0.9
AFUA_4G04590		0.374388855071779	-0.6
AFUA_4G04600		0.0983536667063235	1.3
AFUA_4G04605		NA	-1
AFUA_4G04612		0.958205438587182	0
AFUA_4G04620		0.185240200994081	0.8
AFUA_4G04630		0.242115307045593	0.8
AFUA_4G04640		0.353307018532101	0.7
AFUA_4G04650		0.934481368709779	0.1
AFUA_4G04660		0.875125674950943	-0.1
AFUA_4G04670		0.437167836700254	-0.6
AFUA_4G04680		0.390397116758682	-0.6
AFUA_4G04690		NA	0.4
AFUA_4G04700		NA	0
AFUA_4G04710		0.804991414499481	-0.3
AFUA_4G04720		0.81555292985108	0.2
AFUA_4G04730		0.48122631712688	-0.5
AFUA_4G04740		NA	0.1
AFUA_4G04745		NA	0.5
AFUA_4G04750		0.726337852215541	0.3
AFUA_4G04760		0.2501141990243	-1
AFUA_4G04800		0.129191757322028	0.9
AFUA_4G04810		0.663112399689228	0.3
AFUA_4G04820		0.0231710604418101	1.7
AFUA_4G05830		0.760155498887308	0.2
AFUA_4G05840		0.724355649657767	0.3
AFUA_4G05850		0.439986968913549	0.5
AFUA_4G05855		0.183768571621271	0.8
AFUA_4G05860		0.169861552893488	1.1
AFUA_4G05870		0.15320358069582	-1.4
AFUA_4G05880		0.575418707348424	0.5
AFUA_4G05890		0.690490147651223	0.4
AFUA_4G05900		0.882696600857574	-0.2
AFUA_4G05910		0.579120956866222	0.5
AFUA_4G05915		0.276997592786481	0.8
AFUA_4G05920		0.0129965921811236	2.1
AFUA_4G05930		0.284590555361868	0.7
AFUA_4G05940		NA	0.3
AFUA_4G05950		0.430361141492375	0.6
AFUA_4G05960		0.673314819351301	0.3
AFUA_4G05970		0.196624127615293	0.9
AFUA_4G05980		0.69666722207012	-0.3
AFUA_4G05985		0.746019981580423	-0.3
AFUA_4G05990		0.133027646099231	1.2
AFUA_4G06000		0.0434664469621252	1.7
AFUA_4G06010		NA	0.9
AFUA_4G06020		0.611308880922786	-0.6
AFUA_4G06030		0.673314819351301	-0.3
AFUA_4G06040		NA	-0.1
AFUA_4G06050		NA	-1
AFUA_4G06060		0.0626930934629943	-1.5
AFUA_4G06070		0.71700279127565	0.3
AFUA_4G06080		NA	-0.4
AFUA_4G06085		NA	-0.7
AFUA_4G06090		0.614509257926614	0.4
AFUA_4G06100		0.766756436669998	0.2
AFUA_4G06110		NA	0.1
AFUA_4G06120		0.12435438244625	1.1
AFUA_4G06130		0.505673143745299	-0.6
AFUA_4G06140		0.0965798033660764	-1.4
AFUA_4G06150		NA	-0.2
AFUA_4G06160		0.97824923958288	0
AFUA_4G06170		NA	-0.8
AFUA_4G06180		0.742237450032384	0.3
AFUA_4G06190		0.599071776173878	-0.5
AFUA_4G06200		0.669505470240723	-0.3
AFUA_4G06210		NA	-0.2
AFUA_4G06220		0.413895565076352	0.7
AFUA_4G06230		NA	0.2
AFUA_4G06240		0.385964101376843	-0.7
AFUA_4G06250		0.0218943301116714	2
AFUA_4G06260		NA	0.3
AFUA_4G06270		NA	-1.5
AFUA_4G06280		NA	-1.6
AFUA_4G06290		NA	-0.2
AFUA_4G06300		0.244327312155961	-0.8
AFUA_4G06310		NA	-1
AFUA_4G06320		NA	0.6
AFUA_4G06330		NA	-0.2
AFUA_4G06340		0.544388014482443	0.5
AFUA_4G06350		0.0316380046098234	1.8
AFUA_4G06360		0.851128738495092	0.2
AFUA_4G06370		NA	0.3
AFUA_4G06380		0.16145142985761	-1.4
AFUA_4G06390		0.345879328892092	-0.7
AFUA_4G06400		0.905409615062516	0.1
AFUA_4G06410		0.777457650001149	-0.3
AFUA_4G06420		0.772157484759775	-0.3
AFUA_4G06430		NA	0.1
AFUA_4G06460		0.49649380001076	0.7
AFUA_4G06480		0.693946100284673	0.4
AFUA_4G06490		0.874744155494164	0.2
AFUA_4G06500		NA	-0.3
AFUA_4G06510		0.611308880922786	0.4
AFUA_4G06520		0.225623804277232	0.9
AFUA_4G06530		0.344791651280647	0.8
AFUA_4G06540		NA	0.6
AFUA_4G06550		0.19569992810333	0.9
AFUA_4G06560		NA	-0.5
AFUA_4G06570		NA	-1.2
AFUA_4G06580		NA	0.1
AFUA_4G06590		NA	-0.3
AFUA_4G06600		0.0996732939962819	-1.2
AFUA_4G06610		NA	0.7
AFUA_4G06620		0.072806822025372	1.7
AFUA_4G06630		0.546729350721033	0.5
AFUA_4G06640		NA	0.1
AFUA_4G06660		NA	0.4
AFUA_4G06670		NA	0.2
AFUA_4G06690		0.125750101015834	1.3
AFUA_4G06700		NA	0.1
AFUA_4G06710		NA	-0.9
AFUA_4G06730		0.154742173566998	1.1
AFUA_4G06740		0.77199412270871	0.2
AFUA_4G06750		0.707274940820322	0.4
AFUA_4G06760		0.0434274867281078	1.5
AFUA_4G06770		0.0618493239791441	1.1
AFUA_4G06780		0.106497742039061	1.4
AFUA_4G06790		0.248296613438403	1
AFUA_4G06800		NA	0.4
AFUA_4G06810		NA	0.5
AFUA_4G06820		0.531963790804787	0.6
AFUA_4G06830		0.196624127615293	0.9
AFUA_4G06840		0.199772875733182	1
AFUA_4G06850		0.445551632371049	0.6
AFUA_4G06860		0.567087363250568	0.5
AFUA_4G06870		0.216862295136075	0.8
AFUA_4G06880		NA	-0.3
AFUA_4G06890		NA	0.2
AFUA_4G06900		0.0903092277471158	1.3
AFUA_4G06910		0.319199450024842	0.8
AFUA_4G06920		0.455486249984634	0.5
AFUA_4G06930		0.24227628817742	0.8
AFUA_4G06940		NA	0.3
AFUA_4G06950		0.578982563241704	-0.4
AFUA_4G06960		0.970373926484001	0
AFUA_4G06970		NA	-0.2
AFUA_4G06980		NA	-0.4
AFUA_4G06990		NA	-0.3
AFUA_4G07000		NA	0.6
AFUA_4G07010		NA	0.9
AFUA_4G07020		NA	0.2
AFUA_4G07025	AFUA_4G07025	NA	-0.1
AFUA_4G07030		0.224793259674436	-1
AFUA_4G07040		NA	-0.4
AFUA_4G07050		0.442732829363869	-0.8
AFUA_4G07060		0.968360859416633	0
AFUA_4G07070		NA	0.1
AFUA_4G07080		NA	0
AFUA_4G07090		NA	0.5
AFUA_4G07100		0.106522419695751	1.5
AFUA_4G07110		0.530072969178201	0.5
AFUA_4G07120		0.207618082804259	1.2
AFUA_4G07130		NA	0.8
AFUA_4G07140		0.420348598506184	0.5
AFUA_4G07150		0.869624618997498	-0.2
AFUA_4G07160		0.0701614998006956	1.1
AFUA_4G07170		0.81483534535664	0.2
AFUA_4G07180		0.613501796171635	0.5
AFUA_4G07190		0.503453489274686	0.5
AFUA_4G07200		0.273100800206594	-0.9
AFUA_4G07210		0.221938288804774	1.1
AFUA_4G07220		0.607725788507879	0.3
AFUA_4G07230		0.653635589071409	-0.5
AFUA_4G07240		0.183917068901335	1
AFUA_4G07250		0.0820725117811381	1.3
AFUA_4G07260		0.774551261446141	-0.3
AFUA_4G07270		NA	0.1
AFUA_4G07280		NA	-0.2
AFUA_4G07290		0.26749101276535	1.2
AFUA_4G07300		NA	0
AFUA_4G07310		NA	-0.5
AFUA_4G07320		NA	0.8
AFUA_4G07330		0.139655113366816	1.2
AFUA_4G07340		0.647232472978928	-0.4
AFUA_4G07350		0.620983235633776	-0.5
AFUA_4G07360		0.569965627561723	0.4
AFUA_4G07370		NA	0.3
AFUA_4G07380		0.0989362847344892	1.3
AFUA_4G07390		0.460054244553138	0.6
AFUA_4G07400		NA	0.3
AFUA_4G07410		NA	0.3
AFUA_4G07420		0.816454180468909	-0.2
AFUA_4G07430		0.762176306837839	0.3
AFUA_4G07435		0.106959813242975	1.1
AFUA_4G07440		0.0965798033660764	-1.8
AFUA_4G07450		NA	-1.3
AFUA_4G07460		0.596257930288546	-0.4
AFUA_4G07467		NA	-1.2
AFUA_4G07490		0.662431089464406	-0.4
AFUA_4G07500		0.0626930934629943	1.4
AFUA_4G07510		0.914063739805019	-0.1
AFUA_4G07520		0.295371953702707	0.9
AFUA_4G07530		0.111354843039165	-1.2
AFUA_4G07540		0.0438549644074498	1.7
AFUA_4G07550		0.221938288804774	0.8
AFUA_4G07560		0.349700317085319	0.7
AFUA_4G07570		0.0218943301116714	1.6
AFUA_4G07580		0.242001999209585	0.8
AFUA_4G07590		0.920508171397051	-0.1
AFUA_4G07600		0.0184282523257447	2
AFUA_4G07605		0.144320911140348	1.3
AFUA_4G07610		0.896893903181924	-0.1
AFUA_4G07620		0.622719388646128	-0.4
AFUA_4G07630		0.037993797596475	2
AFUA_4G07640		0.104306816347546	1.2
AFUA_4G07650		0.224702999906846	0.9
AFUA_4G07660		0.105636638075307	1.2
AFUA_4G07670		0.345691929371649	0.7
AFUA_4G07680		0.318625874813443	-0.7
AFUA_4G07690		0.82578863362811	-0.2
AFUA_4G07695	AFUA_4G07695	NA	0
AFUA_4G07700		0.281941216079558	-0.7
AFUA_4G07710		0.383979614512234	0.6
AFUA_4G07720		0.0210884043155947	-2.3
AFUA_4G07730		0.223372307641251	0.9
AFUA_4G07740		0.836576963276077	0.2
AFUA_4G07750		0.580807988986443	0.6
AFUA_4G07760		NA	0.2
AFUA_4G07770		0.355160643051726	-0.7
AFUA_4G07780		0.771129139222239	0.3
AFUA_4G07790		NA	-1.1
AFUA_4G07800		0.538282201281711	-0.5
AFUA_4G07810		0.363487466348854	1
AFUA_4G07820		0.199772875733182	1.2
AFUA_4G07835		0.105636638075307	1.2
AFUA_4G07845		0.457324204855956	0.7
AFUA_4G07850		NA	0.2
AFUA_4G07860		0.872063250027039	-0.2
AFUA_4G07870		0.167017156657122	-1.2
AFUA_4G07880		NA	0.1
AFUA_4G07890		0.735252834375882	-0.4
AFUA_4G07900		NA	-0.5
AFUA_4G07910		0.148780240616329	1.1
AFUA_4G07920		NA	0.6
AFUA_4G07930		0.32014687128967	0.7
AFUA_4G07940		NA	-0.4
AFUA_4G07950		NA	-0.6
AFUA_4G07960		NA	-0.4
AFUA_4G07970		NA	-0.1
AFUA_4G07980		0.535306533925155	-0.5
AFUA_4G07990		0.621130104350553	0.4
AFUA_4G08010		0.83538865356524	0.2
AFUA_4G08020		0.950578816017059	-0.1
AFUA_4G08030		0.414145129393617	0.6
AFUA_4G08040		0.816454180468909	0.2
AFUA_4G08050		0.592480524793913	0.4
AFUA_4G08060		0.69704520849415	0.4
AFUA_4G08070		0.720296202796832	-0.3
AFUA_4G08080		0.0420151115209641	-1.7
AFUA_4G08090		0.189152431142978	1.1
AFUA_4G08100		0.899872768571138	-0.1
AFUA_4G08110		0.0626641894678716	1.8
AFUA_4G08120		NA	-0.6
AFUA_4G08130		0.54323749367486	0.4
AFUA_4G08140		0.20317408496547	0.8
AFUA_4G08150		NA	-0.4
AFUA_4G08160		NA	0.6
AFUA_4G08170		0.949004481256894	0.1
AFUA_4G08180		NA	0.8
AFUA_4G08190		0.0388427775123402	1.9
AFUA_4G08200		NA	0.4
AFUA_4G08210		NA	-0.8
AFUA_4G08220		NA	-0.4
AFUA_4G08230		NA	0
AFUA_4G08240		0.549379725671119	-0.6
AFUA_4G08250		0.133027646099231	-1.3
AFUA_4G08260		NA	0.1
AFUA_4G08270		0.166905773502735	-1.1
AFUA_4G08280		NA	0.1
AFUA_4G08290		NA	0.1
AFUA_4G08295		NA	-0.5
AFUA_4G08300		0.266451801472155	1
AFUA_4G08310		NA	0.3
AFUA_4G08320		0.436945354092935	0.6
AFUA_4G08330		NA	0.4
AFUA_4G08340		0.0963544788505897	1.3
AFUA_4G08350		0.214595267102138	0.8
AFUA_4G08360		NA	-0.1
AFUA_4G08370		NA	-1.4
AFUA_4G08380		NA	0.3
AFUA_4G08390		0.901187834727249	-0.1
AFUA_4G08400		NA	-1
AFUA_4G08410		0.166905773502735	-1.3
AFUA_4G08420		0.225221359535698	-1.1
AFUA_4G08440		0.57503282434877	-0.5
AFUA_4G08450		NA	-1.3
AFUA_4G08460		NA	0
AFUA_4G08470		NA	-0.1
AFUA_4G08480		0.483518189986478	-0.6
AFUA_4G08490		0.408804865037334	-0.7
AFUA_4G08500		0.442124937907014	0.6
AFUA_4G08510		0.329916039565973	0.8
AFUA_4G08520		0.315665923799979	0.9
AFUA_4G08530		0.244680739134443	-0.7
AFUA_4G08550		NA	-0.6
AFUA_4G08560		NA	-0.9
AFUA_4G08570		0.629196649236891	0.4
AFUA_4G08580		0.183768571621271	-1.2
AFUA_4G08590		NA	-0.2
AFUA_4G08600		0.193904957347032	0.9
AFUA_4G08610		NA	-0.8
AFUA_4G08620		NA	0
AFUA_4G08630		NA	-1
AFUA_4G08634		NA	0.5
AFUA_4G08640		NA	-0.3
AFUA_4G08650		0.842234430900419	0.2
AFUA_4G08660		NA	-0.3
AFUA_4G08680		0.841900002952578	0.2
AFUA_4G08690		NA	-1.5
AFUA_4G08700		NA	-0.7
AFUA_4G08710		2.32399608687564e-05	-3.2
AFUA_4G08715		NA	-1
AFUA_4G08720		0.539869128797517	-0.7
AFUA_4G08730		NA	-0.9
AFUA_4G08740		0.583981800433313	0.5
AFUA_4G08750		0.302976542651196	-0.7
AFUA_4G08760		0.665880260113404	0.4
AFUA_4G08770		0.230927572597224	-1.3
AFUA_4G08780		0.203034082185395	-1.2
AFUA_4G08790		0.166909144484002	-1.5
AFUA_4G08800		0.983372437810534	0
AFUA_4G08810		0.259393924948177	0.7
AFUA_4G08820		0.457088526812764	-0.7
AFUA_4G08830		0.727543042943415	0.3
AFUA_4G08840		NA	-1.1
AFUA_4G08850		NA	0
AFUA_4G08860		NA	-0.3
AFUA_4G08870		NA	0.4
AFUA_4G08880		0.171144664269657	-1
AFUA_4G08890		NA	-0.9
AFUA_4G08895	AFUA_4G08895	NA	0.4
AFUA_4G08900		0.822008044422679	-0.2
AFUA_4G08910		0.133899061340948	1.1
AFUA_4G08920		0.110303366611539	-1.3
AFUA_4G08930		0.0375264229588696	1.6
AFUA_4G08940		0.0420151115209641	1.7
AFUA_4G08960		0.166905773502735	-1.4
AFUA_4G08970		0.193904957347032	1
AFUA_4G08980		NA	0.1
AFUA_4G08990		0.846838348401315	0.2
AFUA_4G09000		0.0552695556088032	1.5
AFUA_4G09010		0.268263318129929	0.7
AFUA_4G09020		0.240614783832422	0.7
AFUA_4G09030		0.530064175026696	0.6
AFUA_4G09040		0.0664735156545789	1.6
AFUA_4G09050		0.445020303434464	-0.6
AFUA_4G09060		NA	1.3
AFUA_4G09070		0.667140857122167	0.5
AFUA_4G09080		NA	-0.3
AFUA_4G09090		0.254319438036544	0.7
AFUA_4G09100		0.0472574255674095	1.6
AFUA_4G09110		0.0210884043155947	2
AFUA_4G09120		0.973985046377396	0
AFUA_4G09130		0.277858897851762	0.8
AFUA_4G09140		0.616958689805041	0.3
AFUA_4G09150		0.323652077645746	-0.7
AFUA_4G09160		NA	0.5
AFUA_4G09170		NA	-1.3
AFUA_4G09180		NA	-0.3
AFUA_4G09190		0.0762566523216354	1.4
AFUA_4G09200		0.723204279130458	-0.5
AFUA_4G09210		NA	-0.8
AFUA_4G09213	AFUA_4G09213	NA	0
