Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange
AFUA_2G03470		0.926254656475334	0.1
AFUA_2G03480		0.274997170644123	-1
AFUA_2G03490		0.365846747944525	-0.7
AFUA_2G03500		0.60645720794584	0.5
AFUA_2G03510		NA	-1
AFUA_2G03512	AFUA_2G03512	NA	-0.2
AFUA_2G03514	AFUA_2G03514	NA	0.2
AFUA_2G03516	AFUA_2G03516	NA	0
AFUA_2G03518	AFUA_2G03518	NA	0.2
AFUA_2G03520		NA	0.8
AFUA_2G03540		NA	0.6
AFUA_2G03560		0.417269936331195	0.7
AFUA_2G03580		0.0603544085786835	1.5
AFUA_2G03590		0.113549564821605	1.2
AFUA_2G03600		NA	0.8
AFUA_2G03610		0.0179338538223431	1.7
AFUA_2G03620		0.812744585574793	-0.2
AFUA_2G03630		NA	-0.9
AFUA_2G03640		0.474900256698411	0.7
AFUA_2G03650		0.735602249528754	0.2
AFUA_2G03670		NA	-0.2
AFUA_2G03680		0.518389611931542	0.6
AFUA_2G03690		NA	0.6
AFUA_2G03700		0.244680739134443	0.9
AFUA_2G03710		0.382444603576325	0.8
AFUA_2G03720		0.577327191262527	0.4
AFUA_2G03730		NA	0
AFUA_2G03740		NA	0.5
AFUA_2G03750		0.761711256834162	0.3
AFUA_2G03760		0.355432383569371	0.7
AFUA_2G03770		NA	-0.2
AFUA_2G03780		NA	-0.5
AFUA_2G03790		0.781975818805369	-0.3
AFUA_2G03800		0.80536314174781	0.2
AFUA_2G03810		0.0420151115209641	1.7
AFUA_2G03820		0.0126223695293097	2.3
AFUA_2G03830		NA	0.7
AFUA_2G03840		0.134448139340129	-1.2
AFUA_2G03850		NA	0.8
AFUA_2G03860		0.253214426301762	1.2
AFUA_2G03870		NA	0.5
AFUA_2G03880		0.115670218442819	1.5
AFUA_2G03890		NA	0.5
AFUA_2G03900		NA	0.4
AFUA_2G03910		NA	0.3
AFUA_2G03920		NA	-1
AFUA_2G03930		0.057083822373654	1.6
AFUA_2G03940		NA	-0.2
AFUA_2G03950		0.154527271052967	-1.3
AFUA_2G03960		NA	-0.1
AFUA_2G03970		NA	-0.7
AFUA_2G03980		NA	-0.3
AFUA_2G03990		0.119592249396106	1.4
AFUA_2G04000		0.975541562088506	0
AFUA_2G04010		0.676589997232658	-0.4
AFUA_2G04020		0.2501141990243	-1.1
AFUA_2G04030		0.268484429243944	-0.7
AFUA_2G04040		0.199772875733182	1
AFUA_2G04050		0.803432986420146	0.2
AFUA_2G04060		0.105596994660296	1.5
AFUA_2G04070		NA	-0.1
AFUA_2G04080		0.519931395412661	0.6
AFUA_2G04090		0.68765948533056	-0.3
AFUA_2G04100		0.558651462959355	-0.5
AFUA_2G04110		0.969282342602453	0
AFUA_2G04120		NA	0.3
AFUA_2G04130		0.171175818936999	1.1
AFUA_2G04140		0.498382995863639	-0.5
AFUA_2G04150		0.139889397060898	-1
AFUA_2G04160		NA	0
AFUA_2G04170		0.348185195656377	0.7
AFUA_2G04180		NA	1.5
AFUA_2G04190		0.503518805767793	0.6
AFUA_2G04200		0.752484670602006	-0.3
AFUA_2G04210		0.754756837896063	0.3
AFUA_2G04220		0.219662391407838	-0.9
AFUA_2G04230		0.844984286325869	0.2
AFUA_2G04240		0.834425171095776	-0.2
AFUA_2G04262		0.358593912843284	-0.8
AFUA_2G04270		0.0527480139234867	1.3
AFUA_2G04280		0.899872768571138	0.1
AFUA_2G04290		0.842234430900419	-0.2
AFUA_2G04300		NA	0.2
AFUA_2G04310		0.922125639744561	0.1
AFUA_2G04320		0.16727477869887	-1.4
AFUA_2G04330		NA	-0.7
AFUA_2G04350		0.378270625361318	-0.7
AFUA_2G04360		0.30640449804672	-0.7
AFUA_2G04380		NA	0.6
AFUA_2G04390		0.647232472978928	0.4
AFUA_2G04400		NA	-0.7
AFUA_2G04420		NA	0.3
AFUA_2G04430		0.498266587081495	-0.5
AFUA_2G04440		0.0587743593452104	1.4
AFUA_2G04450		0.758222484402302	-0.3
AFUA_2G04460		0.316641722824796	0.7
AFUA_2G04470		0.599956568419456	0.5
AFUA_2G04480		NA	0.3
AFUA_2G04490		NA	-0.7
AFUA_2G04500		NA	-0.1
AFUA_2G04510		NA	0.2
AFUA_2G04520		NA	0.1
AFUA_2G04530		NA	0
AFUA_2G04533		NA	-0.2
AFUA_2G04535		NA	0.2
AFUA_2G04540		0.485174457997712	0.7
AFUA_2G04550		NA	0
AFUA_2G04560		NA	-0.4
AFUA_2G04570		NA	-0.6
AFUA_2G04580		NA	-0.9
AFUA_2G04590		NA	-0.7
AFUA_2G04600		NA	-1
AFUA_2G04610		0.842234430900419	-0.2
AFUA_2G04620		0.199746254337667	1.1
AFUA_2G04630		0.773582341512274	-0.2
AFUA_2G04650		0.513300645629464	-0.5
AFUA_2G04670		0.550512960394002	-0.4
AFUA_2G04680		0.882054000866527	-0.2
AFUA_2G04690		NA	-0.8
AFUA_2G04700		0.882696600857574	0.1
AFUA_2G04710		0.511566400341717	0.6
AFUA_2G04720		0.873583931443532	0.2
AFUA_2G04740		0.777806821928402	-0.3
AFUA_2G04750		0.199772875733182	1
AFUA_2G04753	AFUA_2G04753	NA	0.2
AFUA_2G04756	AFUA_2G04756	NA	0.2
AFUA_2G04760		0.59175831736064	0.5
AFUA_2G04770		0.461578571700737	-0.6
AFUA_2G04780		0.0445605897026487	1.5
AFUA_2G04790		0.753807367517786	-0.3
AFUA_2G04800		0.0604720970675254	1.5
AFUA_2G04820		0.104888563311716	1.1
AFUA_2G04830		0.058621792225748	-1.5
AFUA_2G04840		0.456926046510674	-0.5
AFUA_2G04850		NA	0.4
AFUA_2G04860		0.607725788507879	-0.4
AFUA_2G04870		0.309887245966872	-1.2
AFUA_2G04880		0.152456923501831	-1.6
AFUA_2G04890		NA	-0.3
AFUA_2G04900		0.436911759268971	0.5
AFUA_2G04910		0.433477571044832	-0.5
AFUA_2G04920		0.447777886019176	0.5
AFUA_2G04930		0.760476969264062	-0.4
AFUA_2G04940		0.467678997504773	-0.7
AFUA_2G04950		NA	-0.2
AFUA_2G04960		0.690490147651223	-0.3
AFUA_2G04970		0.25125721675722	1
AFUA_2G04980		NA	-0.4
AFUA_2G05000		0.335604021884643	-1.1
AFUA_2G05010		NA	-1
AFUA_2G05020		0.260811731913758	-0.7
AFUA_2G05030		0.389089322697678	0.7
AFUA_2G05040		NA	1.1
AFUA_2G05050		0.0314116640118098	2
AFUA_2G05060		0.0059209802337791	2.7
AFUA_2G05070		0.663787027082736	0.6
AFUA_2G05080		0.937421168023701	0.1
AFUA_2G05085		NA	0.4
AFUA_2G05090		0.986640232111107	0
AFUA_2G05100		0.550512960394002	0.5
AFUA_2G05110		0.356749244058091	0.7
AFUA_2G05115		NA	-2.1
AFUA_2G05120		0.476912786376518	-0.5
AFUA_2G05140		NA	-1.3
AFUA_2G05150		NA	-1.1
AFUA_2G05170		NA	0
AFUA_2G05180		NA	-1.4
AFUA_2G05190		0.0618493239791441	-1.4
AFUA_2G05200		0.758222484402302	-0.3
AFUA_2G05210		0.535273200766614	0.6
AFUA_2G05220		NA	-0.8
AFUA_2G05230		NA	-0.7
AFUA_2G05240		0.913748730048763	-0.1
AFUA_2G05250		0.325258372759328	-0.7
AFUA_2G05260		NA	-1.7
AFUA_2G05270		NA	0.1
AFUA_2G05280		NA	-0.1
AFUA_2G05290		NA	-0.6
AFUA_2G05300		NA	-0.2
AFUA_2G05310		0.3258480658021	0.8
AFUA_2G05320		NA	-0.2
AFUA_2G05330		NA	-0.1
AFUA_2G05340		0.756002236304027	0.3
AFUA_2G05350		NA	0.2
AFUA_2G05360		NA	0.1
AFUA_2G05370		NA	0
AFUA_2G05380		0.224599856728151	1.1
AFUA_2G05390		0.744026475835802	0.2
AFUA_2G05400		0.396120559515014	-0.6
AFUA_2G05410		0.52184350439918	-0.5
AFUA_2G05420		0.0805792113918533	1.4
AFUA_2G05430		0.655760937252515	0.4
AFUA_2G05440		0.937117773537905	-0.1
AFUA_2G05450		0.551212511258613	-0.6
AFUA_2G05470		0.890346561907516	-0.1
AFUA_2G05480		0.0361556552387366	1.9
AFUA_2G05490		0.0335355211583589	1.7
AFUA_2G05500		0.501028898632243	0.6
AFUA_2G05510		0.520259394458934	0.5
AFUA_2G05520		0.781622244170159	0.2
AFUA_2G05530		0.764050617403073	0.3
AFUA_2G05540		0.382444603576325	0.6
AFUA_2G05550		0.0644902719539136	1.3
AFUA_2G05560		0.066265845419517	1.5
AFUA_2G05570		NA	0.2
AFUA_2G05580		NA	1
AFUA_2G05590		NA	-0.4
AFUA_2G05600		NA	-0.2
AFUA_2G05610		0.673760230691502	0.4
AFUA_2G05620		0.284224234989547	0.8
AFUA_2G05630		0.113342483016303	-1.5
AFUA_2G05635		0.320015652766049	-1
AFUA_2G05640		0.0662358078547152	-1.7
AFUA_2G05650		0.237889032782312	0.8
AFUA_2G05660		NA	0
AFUA_2G05670		NA	-0.4
AFUA_2G05680		0.99997909608488	0
AFUA_2G05690		NA	0
AFUA_2G05700		NA	-0.6
AFUA_2G05710		0.90642956824947	0.1
AFUA_2G05720		0.645678287736966	0.5
AFUA_2G05730		0.617213233639834	0.5
AFUA_2G05740		0.969282342602453	0
AFUA_2G05750		0.382444603576325	0.6
AFUA_2G05760		0.306291717145417	-0.8
AFUA_2G05770		0.95037282564643	0.1
AFUA_2G05780		0.268940620304005	1
AFUA_2G05790		NA	-0.5
AFUA_2G05800		NA	-0.5
AFUA_2G05810		0.516226751853134	-0.7
AFUA_2G05820		0.58575307745269	-0.4
AFUA_2G05830		0.527762103345201	0.6
AFUA_2G05840		0.0625297215356591	-1.8
AFUA_2G05850		0.895802551492413	0.1
AFUA_2G05860		0.735602249528754	0.3
AFUA_2G05865	AFUA_2G05865	NA	0.1
AFUA_2G05870		NA	1.2
AFUA_2G05880		0.163496736337376	1.1
AFUA_2G05890		NA	0.7
AFUA_2G05900		0.651040753604529	-0.4
AFUA_2G05910		0.577327191262527	-0.5
AFUA_2G05920		NA	-0.7
AFUA_2G05930		0.0428329800218122	1.6
AFUA_2G05940		0.99997909608488	0
AFUA_2G05950		0.0280288642697776	1.6
AFUA_2G05960		0.176115398596471	0.9
AFUA_2G05970		0.418825605866678	0.7
AFUA_2G05980		0.112057182636772	-1.3
AFUA_2G05990		0.886830429798387	-0.1
AFUA_2G05993	AFUA_2G05993	NA	0.3
AFUA_2G05996	AFUA_2G05996	NA	0.5
AFUA_2G05999	AFUA_2G05999	NA	0.1
AFUA_2G06000		0.291591121355592	0.7
AFUA_2G06010		0.550512960394002	-0.5
AFUA_2G06020		0.90324583615804	0.1
AFUA_2G06030		0.117921004712134	1.1
AFUA_2G06040		0.870145870764434	0.2
AFUA_2G06050		0.576307474408943	-0.5
AFUA_2G06060		0.786812837368717	0.3
AFUA_2G06070		0.304394144447471	0.6
AFUA_2G06080		0.945117970977802	-0.1
AFUA_2G06090		0.653952888759023	-0.4
AFUA_2G06100		NA	-0.1
AFUA_2G06110		0.656237308176001	0.4
AFUA_2G06120		0.0469758473392917	-1.7
AFUA_2G06130		NA	-0.7
AFUA_2G06140		0.860084525477148	0.2
AFUA_2G06150		0.973985046377396	0
AFUA_2G06160		NA	-0.9
AFUA_2G06170		0.0897565408166546	-1.2
AFUA_2G06180		0.595939819378194	0.5
AFUA_2G06190		0.353307018532101	0.7
AFUA_2G06200		0.211910223873484	1
AFUA_2G06205		0.373778805092022	-0.8
AFUA_2G06220		0.92026207725466	0.1
AFUA_2G06230		0.766959383644271	0.2
AFUA_2G06240		0.857798320016427	-0.2
AFUA_2G06250		0.800154050654253	-0.2
AFUA_2G06260		0.618711687769343	-0.4
AFUA_2G06270		NA	-0.7
AFUA_2G06280		0.11619938495998	-1.2
AFUA_2G06290		0.677019434261619	0.3
AFUA_2G06300		0.595939819378194	0.4
AFUA_2G06310		0.665067321794367	0.4
AFUA_2G06320		0.34357917283138	0.6
AFUA_2G06330		0.784373574612518	-0.2
AFUA_2G07340		0.841306448749532	-0.2
AFUA_2G07350		0.714381528069499	-0.3
AFUA_2G07380		0.280902293698037	0.8
AFUA_2G07400		0.486642715887031	-0.6
AFUA_2G07410		0.869268741514259	0.2
AFUA_2G07420		0.969439846289508	0
AFUA_2G07430		0.993452128987957	0
AFUA_2G07440		0.727559099970221	0.3
AFUA_2G07450		0.708422678566968	0.4
AFUA_2G07460		0.30288506238979	-1
AFUA_2G07470		0.609734285394644	-0.4
AFUA_2G07480		0.72934672244939	-0.3
AFUA_2G07490		NA	-0.5
AFUA_2G07500		NA	-0.7
AFUA_2G07510		NA	-0.9
AFUA_2G07520		0.715320239103963	-0.3
AFUA_2G07530		0.533779596361006	-0.5
AFUA_2G07540		NA	-0.4
AFUA_2G07550		NA	-0.4
AFUA_2G07560		0.542934424117975	0.4
AFUA_2G07570		0.537870097253847	0.5
AFUA_2G07590		NA	-0.4
AFUA_2G07600		0.361481203145855	0.6
AFUA_2G07610		0.151178386803855	-1.4
AFUA_2G07620		0.155253856101833	1.1
AFUA_2G07630		NA	-0.6
AFUA_2G07640		NA	0
AFUA_2G07650		NA	0
AFUA_2G07660		NA	0.6
AFUA_2G07670		0.63070748414854	0.5
AFUA_2G07680		NA	0.4
AFUA_2G07690		0.819129955310034	0.2
AFUA_2G07700		NA	0.8
AFUA_2G07710		0.279439630118206	0.8
AFUA_2G07720		0.558651462959355	-0.6
AFUA_2G07730		NA	-0.2
AFUA_2G07740		NA	0
AFUA_2G07750		NA	-0.5
AFUA_2G07760		NA	0.3
AFUA_2G07770		0.452912773289763	0.6
AFUA_2G07780		0.731138379052244	-0.3
AFUA_2G07800		NA	0.4
AFUA_2G07810		0.411995515513554	0.7
AFUA_2G07820		NA	-0.6
AFUA_2G07830		NA	0.3
AFUA_2G07840		0.77199412270871	-0.3
AFUA_2G07860		NA	0
AFUA_2G07870		0.868962047131983	0.2
AFUA_2G07880		NA	0.2
AFUA_2G07890		NA	-0.2
AFUA_2G07900		NA	-1.3
AFUA_2G07910		NA	-1
AFUA_2G07920		NA	0
AFUA_2G07930		NA	-0.2
AFUA_2G07940		NA	0.4
AFUA_2G07950		0.374339842086402	-0.6
AFUA_2G07960		0.990853989876575	0
AFUA_2G07970		0.192571262500082	0.9
AFUA_2G08000		NA	0.3
AFUA_2G08010		NA	-0.7
AFUA_2G08020		NA	-0.6
AFUA_2G08030		NA	-1.4
AFUA_2G08040		NA	-1.3
AFUA_2G08050		NA	-1.8
AFUA_2G08060		0.223522073637888	1.3
AFUA_2G08070		0.573354337125287	-0.5
AFUA_2G08080		0.167711140186358	1.2
AFUA_2G08090		0.534803165491134	-0.6
AFUA_2G08100		NA	-1.1
AFUA_2G08110		NA	-0.6
AFUA_2G08120		NA	-0.8
AFUA_2G08130		0.187693162589027	1.1
AFUA_2G08140		NA	0.2
AFUA_2G08150		0.660759833383881	0.3
AFUA_2G08170		0.472502450459775	0.6
AFUA_2G08180		NA	-0.3
AFUA_2G08190		0.515009018501411	-0.6
AFUA_2G08210		0.265074410995914	0.8
AFUA_2G08230		NA	0.4
AFUA_2G08240		NA	-0.3
AFUA_2G08250		0.240245664501049	-1.1
AFUA_2G08260		0.956267837143266	-0.1
AFUA_2G08280		0.198488657655399	1.1
AFUA_2G08290		0.0557127727384379	-1.7
AFUA_2G08300		NA	0.6
AFUA_2G08320		0.0487664084682186	1.3
AFUA_2G08340		NA	0.4
AFUA_2G08350		NA	-0.6
AFUA_2G08360		0.468769719607348	0.7
AFUA_2G08370		0.433477571044832	0.8
AFUA_2G08380		0.604377975449827	-0.5
AFUA_2G08390		0.853793905596083	0.2
AFUA_2G08400		NA	0.2
AFUA_2G08410		0.183917068901335	-0.8
AFUA_2G08420		NA	0.5
AFUA_2G08430		NA	-0.7
AFUA_2G08440		0.573395128258367	-0.5
AFUA_2G08450		0.9134468071597	0.1
AFUA_2G08460		0.174615683723656	0.9
AFUA_2G08470		0.306291717145417	-0.8
AFUA_2G08480		0.0729151424553698	1.5
AFUA_2G08500		NA	-0.3
AFUA_2G08510		0.189026037720004	1.2
AFUA_2G08520		0.121972134366809	1.4
AFUA_2G08540		0.072806822025372	1.2
AFUA_2G08550		0.611308880922786	0.5
AFUA_2G08560		0.607725788507879	0.5
AFUA_2G08570		NA	0.7
AFUA_2G08580		0.10673153157522	1.3
AFUA_2G08590		NA	0.2
AFUA_2G08600		0.136961695454183	1
AFUA_2G08620		0.313772070618368	-0.9
AFUA_2G08630		0.105596994660296	-1.3
AFUA_2G08640		0.844769461516256	0.2
AFUA_2G08650		0.803335501468859	0.2
AFUA_2G08660		0.318477425206354	0.6
AFUA_2G08670		0.139057625529898	1
AFUA_2G08680		0.0106320780942523	2.1
AFUA_2G08690		NA	0.8
AFUA_2G08700		0.70425372835714	0.3
AFUA_2G08720		NA	0.6
AFUA_2G08730		0.0963544788505897	1.4
AFUA_2G08740		0.958680961485602	0.1
AFUA_2G08750		0.840505109420551	-0.2
AFUA_2G08770		0.764111408220263	0.2
AFUA_2G08775		0.41329921628486	-0.8
AFUA_2G08780		0.682262022728946	-0.3
AFUA_2G08790		0.484587995969965	0.5
AFUA_2G08800		NA	-0.2
AFUA_2G08810		NA	-0.4
AFUA_2G08820		NA	-0.6
AFUA_2G08830		0.0438549644074498	-1.8
AFUA_2G08840		0.483209187415219	-0.6
AFUA_2G08850		0.313692020486527	0.7
AFUA_2G08860		0.104331967555992	1.1
AFUA_2G08870		0.470829983971777	0.6
AFUA_2G08880		NA	-0.5
AFUA_2G08890		NA	0.4
AFUA_2G08900		NA	-0.3
AFUA_2G08910		0.112057182636772	-1.4
AFUA_2G08920		NA	-0.1
AFUA_2G08940		0.994842211255858	0
AFUA_2G08950		0.834425171095776	0.3
AFUA_2G08970		0.764111408220263	-0.3
AFUA_2G08990		0.0290958840445439	1.4
AFUA_2G09000		0.456583345025385	0.6
AFUA_2G09010		0.985706497671632	0
AFUA_2G09030		0.143884151102235	-1.2
AFUA_2G09040		0.588316203770008	-0.6
AFUA_2G09060		NA	0.4
AFUA_2G09070		NA	-0.6
AFUA_2G09080		0.306633106381599	0.9
AFUA_2G09090		0.433205240726306	0.5
AFUA_2G09100		NA	0.5
AFUA_2G09110		NA	-0.2
AFUA_2G09120		NA	-0.2
AFUA_2G09130		0.374339842086402	0.7
AFUA_2G09140		0.690709416952983	0.4
AFUA_2G09150		NA	0.4
AFUA_2G09160		0.237838283590343	1
AFUA_2G09170		0.897185240056991	-0.1
AFUA_2G09180		0.680370445241644	0.3
AFUA_2G09190		0.995484711760856	0
AFUA_2G09200		0.119045258844807	1.3
AFUA_2G09210		0.0395094799149417	1.4
AFUA_2G09220		0.975173227390404	0
AFUA_2G09230		0.148657547733219	1.2
AFUA_2G09240		0.166905773502735	1
AFUA_2G09250		0.310454805006199	0.8
AFUA_2G09282		NA	-0.6
AFUA_2G09290		0.105322133377861	1.1
AFUA_2G09300		NA	-0.6
AFUA_2G09310		0.403710715145407	0.7
AFUA_2G09320		0.875125674950943	0.1
AFUA_2G09330		0.335652311663999	0.6
AFUA_2G09340		0.422830312410601	0.6
AFUA_2G09350		NA	-1.6
AFUA_2G09355		NA	0.1
AFUA_2G09360		0.606826819896927	0.4
AFUA_2G09370		NA	-0.2
AFUA_2G09380		NA	-0.5
AFUA_2G09400		NA	-1.2
AFUA_2G09410		NA	-1.7
AFUA_2G09420		NA	-1
AFUA_2G09430		NA	-0.6
AFUA_2G09440		NA	0.1
AFUA_2G09445	AFUA_2G09445	NA	0
AFUA_2G09450		NA	-0.4
AFUA_2G09460		NA	-1.3
AFUA_2G09470		0.162164760692724	-1
AFUA_2G09480		0.345069359121269	0.7
AFUA_2G09490		0.206128664098302	1
AFUA_2G09500		0.620983235633776	0.3
AFUA_2G09510		0.275057451733077	1.2
AFUA_2G09520		0.928407639184816	0.1
AFUA_2G09530		0.935832362737894	0.1
AFUA_2G09540		NA	-0.5
AFUA_2G09550		0.731493400928104	0.3
AFUA_2G09560		0.78261491454941	0.3
AFUA_2G09570		0.0210884043155947	2
AFUA_2G09580		NA	-1.7
AFUA_2G09590		NA	-0.9
AFUA_2G09610		NA	-0.4
AFUA_2G09620		NA	-0.6
AFUA_2G09630		0.451464058593757	-0.7
AFUA_2G09640		0.129713381003032	-1.3
AFUA_2G09650		0.90324583615804	0.1
AFUA_2G09670		NA	-0.3
AFUA_2G09680		NA	0
AFUA_2G09690		NA	-0.8
AFUA_2G09700		0.236836929524142	1
AFUA_2G09710		0.885320452132526	0.1
AFUA_2G09720		NA	-0.1
AFUA_2G09730		0.725772030814465	0.3
AFUA_2G09740		0.303147393652044	0.9
AFUA_2G09750		NA	0.4
AFUA_2G09760		0.221683978567872	1.1
AFUA_2G09780		NA	-0.7
AFUA_2G09790		0.231960180048812	-0.9
AFUA_2G09800		0.277493778804177	0.7
AFUA_2G09810		NA	0
AFUA_2G09820		0.576521910608849	0.5
AFUA_2G09830		0.166905773502735	0.9
AFUA_2G09840		0.0662358078547152	-1.5
AFUA_2G09850		0.524554124201128	-0.7
AFUA_2G09860		NA	0.6
AFUA_2G09870		0.0363048626038307	1.6
AFUA_2G09880		NA	0.3
AFUA_2G09890		NA	-0.4
AFUA_2G09900		NA	0.2
AFUA_2G09910		0.955498963314348	0
AFUA_2G09920		NA	0.1
AFUA_2G09930		NA	-0.2
AFUA_2G09940		NA	-0.3
AFUA_2G09945	AFUA_2G09945	NA	-0.3
AFUA_2G09960		0.216204892219677	0.7
AFUA_2G09990		0.0963544788505897	-1.4
AFUA_2G10000		0.344297113563674	-0.7
AFUA_2G10010		0.142397261439041	1
AFUA_2G10020		0.373505502492769	-0.8
AFUA_2G10030		0.142467184112508	0.8
AFUA_2G10050		0.577327191262527	0.4
AFUA_2G10060		NA	0
AFUA_2G10070		0.34631854740282	0.9
AFUA_2G10080		NA	0.6
AFUA_2G10090		0.158224406669561	1.1
AFUA_2G10100		0.0721574229520966	1.5
AFUA_2G10110		0.181564967914607	1.1
AFUA_2G10120		0.660759833383881	-0.4
AFUA_2G10130		NA	-0.3
AFUA_2G10140		NA	0.7
AFUA_2G10150		0.470204614147322	0.7
AFUA_2G10160		0.286363692700472	-0.9
AFUA_2G10170		0.482600115219685	-0.7
AFUA_2G10180		NA	0.3
AFUA_2G10190		NA	1
AFUA_2G10205		NA	-0.1
AFUA_2G10220		NA	-0.4
AFUA_2G10230		0.663112399689228	-0.4
AFUA_2G10240		0.692938503987176	0.4
AFUA_2G10245	AFUA_2G10245	NA	0.3
AFUA_2G10250		NA	0.1
AFUA_2G10260		0.707542608057878	0.3
AFUA_2G10270		0.683353157028369	-0.3
AFUA_2G10280		0.533176018135282	-0.5
AFUA_2G10290		0.0737861936042931	1.4
AFUA_2G10300		0.135352231473719	1.1
AFUA_2G10310		0.798332427157797	0.3
AFUA_2G10320		0.589719199688549	-0.5
AFUA_2G10330		0.132006264787205	1
AFUA_2G10340		0.973985046377396	0
AFUA_2G10350		0.986367143583244	0
AFUA_2G10360		0.862427051503592	-0.2
AFUA_2G10370		0.171175818936999	0.9
AFUA_2G10380		0.102219400759754	1.1
AFUA_2G10390		NA	-1.3
AFUA_2G10400		0.0624980328315994	-1.6
AFUA_2G10420		0.0721574229520966	1.4
AFUA_2G10430		0.470331462043509	-0.6
AFUA_2G10440		0.320357397256323	0.9
AFUA_2G10450		0.329582644886187	0.7
AFUA_2G10460		0.679330757486527	0.3
AFUA_2G10470		0.101344632212511	-1.4
AFUA_2G10480		NA	-0.5
AFUA_2G10500		0.151178386803855	1.1
AFUA_2G10510		0.066642152651268	1.3
AFUA_2G10520		0.103641740875426	1.4
AFUA_2G10530		0.728541506939885	0.3
AFUA_2G10540		0.96739547695299	0
AFUA_2G10550		0.0916204253153756	1.2
AFUA_2G10560		NA	-0.9
AFUA_2G10580		0.690709416952983	0.4
AFUA_2G10590		0.897709079232958	0.1
AFUA_2G10600		0.307288252314447	0.8
AFUA_2G10610		0.53126156564055	0.5
AFUA_2G10620		0.407352060358361	0.6
AFUA_2G10630		NA	0.9
AFUA_2G10640		0.286363692700472	0.8
AFUA_2G10650		NA	-0.8
AFUA_2G10660		0.541181294058632	-0.5
AFUA_2G10670		NA	-0.5
AFUA_2G10680		NA	0.2
AFUA_2G10690		0.846838348401315	-0.3
AFUA_2G10700		NA	-0.6
AFUA_2G10710		NA	-0.6
AFUA_2G10720		NA	-0.2
AFUA_2G10730		0.997382068900298	0
AFUA_2G10740		0.664109684346546	-0.5
AFUA_2G10750		0.316783371740423	0.7
AFUA_2G10760		NA	0.5
AFUA_2G10770		0.0626930934629943	1.6
AFUA_2G10780		NA	1.4
AFUA_2G10790		0.121972134366809	1
AFUA_2G10800		0.95843333312934	0
AFUA_2G10810		0.593440789287595	-0.4
AFUA_2G10820		0.180475995594334	0.9
AFUA_2G10830		NA	0.5
AFUA_2G10840		NA	0.3
AFUA_2G10850		0.447777886019176	-0.7
AFUA_2G10855		NA	-0.1
AFUA_2G10860		0.969282342602453	0
AFUA_2G10870		0.601054128746747	-0.4
AFUA_2G10880		NA	0.3
AFUA_2G10890		0.0889814335885365	-1
AFUA_2G10900		0.681120588903069	-0.4
AFUA_2G10910		0.604060569707211	0.5
AFUA_2G10920		0.690709416952983	-0.4
AFUA_2G10930		0.186754532775386	1.1
AFUA_2G10950		NA	-0.4
AFUA_2G10960		0.566577906278954	-0.5
AFUA_2G10980		0.132644358130163	1
AFUA_2G10990		0.12639948643043	1.1
AFUA_2G11000		0.2263619855332	0.9
AFUA_2G11010		0.580807988986443	0.4
AFUA_2G11020		NA	-0.6
AFUA_2G11030		0.548423656936853	0.5
AFUA_2G11040		0.382444603576325	0.7
AFUA_2G11060		0.512206217437595	0.6
AFUA_2G11070		NA	0.1
AFUA_2G11080		NA	-0.7
AFUA_2G11090		0.320938533983338	-0.7
AFUA_2G11100		0.0316380046098234	1.7
AFUA_2G11110		0.39685865629995	0.7
AFUA_2G11120		NA	1.7
AFUA_2G11130		0.266451801472155	0.7
AFUA_2G11140		0.0858277987415346	1.2
AFUA_2G11150		0.430361141492375	-0.5
AFUA_2G11162		NA	-0.8
AFUA_2G11170		0.955409033276592	0.1
AFUA_2G11180		0.343037632897726	0.6
AFUA_2G11190		0.418925560813901	0.7
AFUA_2G11210		0.550512960394002	0.5
AFUA_2G11220		NA	-1.3
AFUA_2G11230		NA	-0.5
AFUA_2G11240		0.0697793989426392	-1.7
AFUA_2G11250		0.59175831736064	-0.4
AFUA_2G11260		0.199746254337667	1.2
AFUA_2G11270		NA	-0.1
AFUA_2G11280		NA	-0.7
AFUA_2G11290		0.419942945476817	0.6
AFUA_2G11300		0.249601837157027	0.8
AFUA_2G11310		0.865649530270719	-0.2
AFUA_2G11320		NA	1.3
AFUA_2G11330		0.80307587745487	0.2
AFUA_2G11340		0.640495582908961	-0.4
AFUA_2G11350		0.820315487832984	-0.2
AFUA_2G11360		NA	0.1
AFUA_2G11370		NA	0.1
AFUA_2G11380		0.103347711411158	1.3
AFUA_2G11400		0.604916227236373	-0.4
AFUA_2G11420		NA	0
AFUA_2G11430		NA	-0.1
AFUA_2G11440		0.654481259932608	-0.3
AFUA_2G11450		0.0983536667063235	1.4
AFUA_2G11460		0.171175818936999	-1.6
AFUA_2G11470		NA	-1.1
AFUA_2G11475		0.799164535265016	0.2
AFUA_2G11480		0.82488180606143	0.2
AFUA_2G11490		0.828915401712107	0.2
AFUA_2G11500		0.120946919429901	1.1
AFUA_2G11510		0.0316380046098234	1.6
AFUA_2G11520		NA	1
AFUA_2G11530		NA	1.1
AFUA_2G11540		0.269027814805326	0.9
AFUA_2G11550		NA	-0.7
AFUA_2G11560		0.924420864419343	0.1
AFUA_2G11570		0.597113659138567	-0.5
AFUA_2G11580		NA	-0.3
AFUA_2G11590		NA	-0.6
